X Y
Точки Y, D, O и F задают четырехугольник. YD = 23 см, YO = 22 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": YDOF}]
Последовательность точек G, J, X и Z задаёт четырехугольник, при этом расстояние от G до J равно 6 см, а расстояние между G и X составляет 25 см. Найти периметр данной четырехугольник.	[{"type": "quadrilateral", "name": GJXZ}]
В квадрате UYEF, если AB = CD и AD = BC, как называется квадрат?	[{"type": "square", "name": "UYEF"}]
Докажите, что противолежащие углы параллелограмма ZUHB являются дополнительными.	[{"type": "parallelogram", "name": "ZUHB"}]
Как называется четырехугольник WJES, если AB=CD и AD=BC?	[{"type": "quadrilateral", "name": "WJES"}]
Точки C, W, O и E задают прямоугольник. CW = 5 см, CO = 4 см. Найти площадь данной фигуры.	[{"type": "rectangle", "name": CWOE}]
Какова площадь четырехугольника CQSL, основание которого равно 16 см, а высота — 14 см?	[{"type": "quadrilateral", "name": "CQSL"}]
Точки H, E, J и A задают параллелограмм. HE = 21 см, HJ = 9 см. Найти площадь данной фигуры.	[{"type": "parallelogram", "name": HEJA}]
Основания трапеции VY = 10 см, XC = 19 см. Найти диагональ.	[{"type": "trapezoid", "name": VYXC}]
Найти периметр прямоугольника, основания которого MY = 11 см, OZ = 16 см, а высота равна 18 см.	[{"type": "rectangle", "name": MYOZ}]
Определите площадь тупоугольного треугольника NKP со сторонами 90 см, 92 см и 114 см, а также прямоугольного треугольника VQF с катетами 92 см и 120 см	[{"type": "triangle", "name": "NKP"}, {"type": "triangle", "name": "VQF"}]
Найдите периметр трапеции YZQP, основания которой равны 15 см и 20 см, а высота 12 см.	[{"type": "trapezoid", "name": "YZQP"}]
Докажите, что диагонали трапеции YLCK не обязательно являются взаимно перпендикулярными биссектрисами.	[{"type": "trapezoid", "name": "YLCK"}]
Вычислите углы треугольника ZML, если два угла равны и каждый равен 45°.	[{"type": "triangle", "name": "ZML"}]
Найдите площадь прямоугольного треугольника WJK Пифагора с длиной катетов 3 и 4 единицы	[{"type": "triangle", "name": "WJK"}]
Определите, является ли треугольник NWU остроугольным, если его стороны имеют длины 3, 4 и 5 единиц	[{"type": "triangle", "name": "NWU"}]
Докажите, что противоположные стороны четырехугольника SJLK не обязательно равны.	[{"type": "quadrilateral", "name": "SJLK"}]
Найдите величину ∠A в параллелограмме FRGB, если диагонали AC и BD пересекаются под углом 30°.	[{"type": "parallelogram", "name": "FRGB"}]
